ID_Venta,Fecha_Venta,Producto,Precio_Unitario,Cantidad,ID_Cliente,Tipo_Pago,ID_Empleado
799,2022-01-08 23:35:01.900633544,Tablet,749.5,4,103.0,Transferencia,E001
800,2022-01-08 23:49:26.188729576,Auriculares,655.19,3,102.0,nan,E003
801,2022-01-09 00:03:50.476825608,nan,335.53,3,,Transferencia,E001
802,2022-01-09 00:18:14.764921640,Auriculares,357.68,2,101.0,Transferencia,E002
803,2022-01-09 00:32:39.053017672,Smartwatch,808.24,1,102.0,Tarjeta Crédito,E003
804,2022-01-09 00:47:03.341113704,Portátil,555.55,4,102.0,Transferencia,E001
805,2022-01-09 01:01:27.629209736,nan,171.01,4,103.0,nan,E002
806,2022-01-09 01:15:51.917305768,Teléfono,607.39,1,103.0,Tarjeta Crédito,E003
807,2022-01-09 01:30:16.205401800,Cámara,181.08,1,,Transferencia,E002
808,2022-01-09 01:44:40.493497832,Auriculares,875.27,1,101.0,Tarjeta Crédito,E002
809,2022-01-09 01:59:04.781593864,Auriculares,172.81,1,102.0,nan,E003
810,2022-01-09 02:13:29.069689896,Smartwatch,685.94,4,,Efectivo,E002
811,2022-01-09 02:27:53.357785928,Cámara,901.97,2,101.0,Transferencia,E001
812,2022-01-09 02:42:17.645881960,nan,143.22,3,102.0,Transferencia,E002
813,2022-01-09 02:56:41.933977992,nan,553.72,1,,Transferencia,E003
814,2022-01-09 03:11:06.222074024,nan,960.19,4,103.0,nan,E002
815,2022-01-09 03:25:30.510170056,Teléfono,314.05,4,101.0,Transferencia,E003
816,2022-01-09 03:39:54.798266088,Tablet,317.01,4,101.0,Transferencia,E001
817,2022-01-09 03:54:19.086362120,Portátil,496.55,3,102.0,Transferencia,E002
818,2022-01-09 04:08:43.374458152,Cámara,950.32,1,103.0,Transferencia,E003
819,2022-01-09 04:23:07.662554184,Auriculares,810.96,1,103.0,nan,E003
820,2022-01-09 04:37:31.950650216,nan,307.63,1,103.0,nan,E001
821,2022-01-09 04:51:56.238746248,Tablet,270.01,2,103.0,nan,E002
822,2022-01-09 05:06:20.526842280,Portátil,238.69,3,103.0,Efectivo,E001
823,2022-01-09 05:20:44.814938312,Cámara,458.24,4,,nan,E002
824,2022-01-09 05:35:09.103034344,Auriculares,817.51,2,102.0,nan,E003
825,2022-01-09 05:49:33.391130376,nan,194.69,3,102.0,Tarjeta Crédito,E003
826,2022-01-09 06:03:57.679226408,Teléfono,636.21,1,103.0,Tarjeta Crédito,E003
827,2022-01-09 06:18:21.967322440,Cámara,498.68,1,,Efectivo,E003
828,2022-01-09 06:32:46.255418472,nan,664.0,4,101.0,Tarjeta Crédito,E002
829,2022-01-09 06:47:10.543514504,Auriculares,433.31,1,,nan,E003
830,2022-01-09 07:01:34.831610536,Tablet,771.83,4,103.0,Tarjeta Crédito,E001
831,2022-01-09 07:15:59.119706568,Cámara,354.96,2,102.0,Efectivo,E001
832,2022-01-09 07:30:23.407802600,Portátil,736.06,3,101.0,Tarjeta Crédito,E002
833,2022-01-09 07:44:47.695898632,Teléfono,961.68,3,102.0,Tarjeta Crédito,E002
834,2022-01-09 07:59:11.983994664,Cámara,600.28,3,103.0,nan,E002
835,2022-01-09 08:13:36.272090696,Smartwatch,652.83,2,102.0,Tarjeta Crédito,E001
836,2022-01-09 08:28:00.560186728,Cámara,548.56,3,103.0,Transferencia,E001
837,2022-01-09 08:42:24.848282760,Smartwatch,511.65,4,,nan,E003
838,2022-01-09 08:56:49.136378792,Teléfono,210.12,3,103.0,Tarjeta Crédito,E001
839,2022-01-09 09:11:13.424474824,Smartwatch,703.17,4,102.0,nan,E002
840,2022-01-09 09:25:37.712570856,Tablet,625.86,2,102.0,Transferencia,E001
841,2022-01-09 09:40:02.000666888,Portátil,575.24,2,103.0,Tarjeta Crédito,E001
842,2022-01-09 09:54:26.288762920,Auriculares,341.11,3,103.0,nan,E001
843,2022-01-09 10:08:50.576858953,Tablet,424.77,3,,nan,E002
844,2022-01-09 10:23:14.864954985,Auriculares,461.53,2,,nan,E003
845,2022-01-09 10:37:39.153051017,nan,674.61,2,103.0,Tarjeta Crédito,E003
846,2022-01-09 10:52:03.441147049,Smartwatch,739.6,2,,Efectivo,E001
847,2022-01-09 11:06:27.729243081,Portátil,347.31,2,,nan,E003
848,2022-01-09 11:20:52.017339113,Tablet,634.0,2,102.0,Transferencia,E002
849,2022-01-09 11:35:16.305435145,Cámara,401.86,4,103.0,Transferencia,E003
850,2022-01-09 11:49:40.593531177,Tablet,510.95,2,101.0,Transferencia,E001
851,2022-01-09 12:04:04.881627209,Auriculares,127.82,4,101.0,Transferencia,E003
852,2022-01-09 12:18:29.169723241,Cámara,599.74,4,,Tarjeta Crédito,E001
853,2022-01-09 12:32:53.457819273,Teléfono,901.62,1,102.0,Transferencia,E002
854,2022-01-09 12:47:17.745915305,Tablet,955.74,3,,nan,E003
855,2022-01-09 13:01:42.034011337,Tablet,367.9,3,103.0,nan,E002
856,2022-01-09 13:16:06.322107369,Cámara,211.62,3,102.0,nan,E002
857,2022-01-09 13:30:30.610203401,Tablet,977.81,2,101.0,Transferencia,E003
858,2022-01-09 13:44:54.898299433,Cámara,806.87,1,101.0,nan,E003
859,2022-01-09 13:59:19.186395465,Teléfono,328.52,3,101.0,nan,E001
860,2022-01-09 14:13:43.474491497,Tablet,54.27,1,102.0,Tarjeta Crédito,E002
861,2022-01-09 14:28:07.762587529,nan,300.99,1,102.0,nan,E002
862,2022-01-09 14:42:32.050683561,Auriculares,957.2,2,102.0,Tarjeta Crédito,E003
863,2022-01-09 14:56:56.338779593,Tablet,500.55,3,,Tarjeta Crédito,E003
864,2022-01-09 15:11:20.626875625,Cámara,329.6,4,102.0,nan,E003
865,2022-01-09 15:25:44.914971657,Cámara,375.27,4,,Tarjeta Crédito,E001
866,2022-01-09 15:40:09.203067689,Auriculares,267.74,1,,Efectivo,E002
867,2022-01-09 15:54:33.491163721,Auriculares,587.04,2,103.0,Efectivo,E003
868,2022-01-09 16:08:57.779259753,Cámara,256.31,4,103.0,Tarjeta Crédito,E003
869,2022-01-09 16:23:22.067355785,Smartwatch,711.1,4,,nan,E003
870,2022-01-09 16:37:46.355451817,Cámara,499.12,3,,Tarjeta Crédito,E002
871,2022-01-09 16:52:10.643547849,Tablet,201.06,2,101.0,nan,E001
872,2022-01-09 17:06:34.931643881,Cámara,988.99,1,101.0,Transferencia,E001
873,2022-01-09 17:20:59.219739913,Auriculares,427.84,4,103.0,Tarjeta Crédito,E001
874,2022-01-09 17:35:23.507835945,Tablet,419.97,3,,Tarjeta Crédito,E001
875,2022-01-09 17:49:47.795931977,Cámara,470.71,3,101.0,Efectivo,E003
876,2022-01-09 18:04:12.084028009,Teléfono,256.69,3,103.0,nan,E001
877,2022-01-09 18:18:36.372124041,Auriculares,964.69,3,,Efectivo,E003
878,2022-01-09 18:33:00.660220073,Smartwatch,453.27,3,102.0,Transferencia,E003
879,2022-01-09 18:47:24.948316105,Teléfono,606.86,2,103.0,Transferencia,E002
880,2022-01-09 19:01:49.236412137,Tablet,372.26,3,102.0,Tarjeta Crédito,E002
881,2022-01-09 19:16:13.524508169,Auriculares,506.53,2,101.0,nan,E002
882,2022-01-09 19:30:37.812604201,Tablet,908.89,3,103.0,Efectivo,E003
883,2022-01-09 19:45:02.100700233,Portátil,209.23,1,102.0,Efectivo,E001
884,2022-01-09 19:59:26.388796265,Auriculares,803.73,2,101.0,nan,E003
885,2022-01-09 20:13:50.676892297,Tablet,489.03,1,102.0,Transferencia,E002
886,2022-01-09 20:28:14.964988329,Teléfono,294.09,4,,Transferencia,E003
887,2022-01-09 20:42:39.253084361,Tablet,702.15,2,,Efectivo,E002
888,2022-01-09 20:57:03.541180393,Cámara,282.12,3,101.0,Tarjeta Crédito,E002
889,2022-01-09 21:11:27.829276425,nan,195.71,3,103.0,Efectivo,E002
890,2022-01-09 21:25:52.117372457,Cámara,363.65,2,,Transferencia,E002
891,2022-01-09 21:40:16.405468489,Teléfono,328.24,4,102.0,nan,E003
892,2022-01-09 21:54:40.693564521,Tablet,743.85,3,101.0,Tarjeta Crédito,E002
893,2022-01-09 22:09:04.981660553,Auriculares,777.7,2,101.0,Efectivo,E001
894,2022-01-09 22:23:29.269756585,Teléfono,150.54,2,101.0,Efectivo,E002
895,2022-01-09 22:37:53.557852617,Tablet,779.49,3,103.0,nan,E002
896,2022-01-09 22:52:17.845948649,Portátil,293.74,3,103.0,Efectivo,E002
897,2022-01-09 23:06:42.134044681,Cámara,265.23,4,101.0,nan,E001
898,2022-01-09 23:21:06.422140713,Teléfono,720.46,3,103.0,Efectivo,E003
899,2022-01-09 23:35:30.710236745,Tablet,880.06,2,,Transferencia,E002
900,2022-01-09 23:49:54.998332777,Portátil,626.88,1,102.0,Efectivo,E003
901,2022-01-10 00:04:19.286428809,Cámara,942.17,2,,Tarjeta Crédito,E001
902,2022-01-10 00:18:43.574524841,Portátil,682.16,2,101.0,Transferencia,E003
903,2022-01-10 00:33:07.862620873,Smartwatch,861.91,4,101.0,Transferencia,E002
904,2022-01-10 00:47:32.150716905,nan,544.59,3,103.0,Transferencia,E001
905,2022-01-10 01:01:56.438812937,Teléfono,891.43,3,102.0,Transferencia,E002
906,2022-01-10 01:16:20.726908969,Tablet,159.39,4,103.0,Tarjeta Crédito,E003
907,2022-01-10 01:30:45.015005001,Portátil,417.08,3,,Efectivo,E001
908,2022-01-10 01:45:09.303101033,nan,324.94,1,101.0,Transferencia,E003
909,2022-01-10 01:59:33.591197065,Portátil,191.77,1,102.0,nan,E002
910,2022-01-10 02:13:57.879293097,Portátil,191.94,2,102.0,Efectivo,E001
911,2022-01-10 02:28:22.167389129,Auriculares,470.72,2,102.0,Efectivo,E002
912,2022-01-10 02:42:46.455485161,nan,470.31,2,103.0,nan,E003
913,2022-01-10 02:57:10.743581193,Portátil,915.18,4,,Tarjeta Crédito,E003
914,2022-01-10 03:11:35.031677225,Tablet,944.04,1,103.0,Efectivo,E003
915,2022-01-10 03:25:59.319773257,Tablet,68.12,1,101.0,Tarjeta Crédito,E001
916,2022-01-10 03:40:23.607869289,Tablet,296.18,2,,Transferencia,E003
917,2022-01-10 03:54:47.895965321,nan,58.02,4,102.0,Transferencia,E002
918,2022-01-10 04:09:12.184061353,Cámara,887.34,2,103.0,Efectivo,E003
919,2022-01-10 04:23:36.472157385,Portátil,555.5,3,101.0,Transferencia,E003
920,2022-01-10 04:38:00.760253417,nan,203.08,1,101.0,Tarjeta Crédito,E001
921,2022-01-10 04:52:25.048349449,Teléfono,838.95,2,101.0,nan,E002
922,2022-01-10 05:06:49.336445481,Cámara,118.15,4,101.0,nan,E001
923,2022-01-10 05:21:13.624541513,Smartwatch,860.94,2,102.0,nan,E001
924,2022-01-10 05:35:37.912637545,Auriculares,65.35,1,,Transferencia,E001
925,2022-01-10 05:50:02.200733577,Tablet,482.15,3,101.0,Efectivo,E003
926,2022-01-10 06:04:26.488829609,Auriculares,386.27,3,103.0,Tarjeta Crédito,E003
927,2022-01-10 06:18:50.776925641,Cámara,666.55,1,102.0,Transferencia,E003
928,2022-01-10 06:33:15.065021673,nan,572.71,2,102.0,Transferencia,E001
929,2022-01-10 06:47:39.353117705,Auriculares,386.12,1,102.0,Efectivo,E002
930,2022-01-10 07:02:03.641213737,Cámara,986.76,4,102.0,Transferencia,E003
931,2022-01-10 07:16:27.929309769,Smartwatch,457.88,4,,Tarjeta Crédito,E002
932,2022-01-10 07:30:52.217405801,nan,510.46,2,101.0,Efectivo,E001
933,2022-01-10 07:45:16.505501833,Auriculares,647.37,1,,nan,E003
934,2022-01-10 07:59:40.793597865,Tablet,144.2,4,101.0,Tarjeta Crédito,E001
935,2022-01-10 08:14:05.081693897,nan,887.35,3,102.0,Tarjeta Crédito,E003
936,2022-01-10 08:28:29.369789929,Smartwatch,587.7,2,,Transferencia,E001
937,2022-01-10 08:42:53.657885962,nan,691.9,4,101.0,Efectivo,E002
938,2022-01-10 08:57:17.945981994,nan,926.51,2,102.0,Tarjeta Crédito,E002
939,2022-01-10 09:11:42.234078026,nan,660.22,3,102.0,Transferencia,E003
940,2022-01-10 09:26:06.522174058,Portátil,118.15,3,101.0,Efectivo,E002
941,2022-01-10 09:40:30.810270090,Tablet,129.4,3,,Efectivo,E002
942,2022-01-10 09:54:55.098366122,Smartwatch,589.82,2,101.0,Tarjeta Crédito,E003
943,2022-01-10 10:09:19.386462154,nan,160.83,3,103.0,Transferencia,E001
944,2022-01-10 10:23:43.674558186,Tablet,90.74,4,101.0,Tarjeta Crédito,E003
945,2022-01-10 10:38:07.962654218,Tablet,414.48,3,103.0,Tarjeta Crédito,E002
946,2022-01-10 10:52:32.250750250,Portátil,979.21,4,103.0,Efectivo,E002
947,2022-01-10 11:06:56.538846282,Tablet,572.22,2,102.0,Efectivo,E001
948,2022-01-10 11:21:20.826942314,Cámara,890.57,3,,Transferencia,E002
949,2022-01-10 11:35:45.115038346,Smartwatch,480.21,1,101.0,Efectivo,E003
950,2022-01-10 11:50:09.403134378,Auriculares,934.12,4,,Tarjeta Crédito,E003
951,2022-01-10 12:04:33.691230410,Portátil,78.42,4,103.0,nan,E002
952,2022-01-10 12:18:57.979326442,Teléfono,733.48,1,101.0,Transferencia,E003
953,2022-01-10 12:33:22.267422474,Smartwatch,957.59,4,103.0,Transferencia,E001
954,2022-01-10 12:47:46.555518506,Cámara,496.09,1,,Tarjeta Crédito,E003
955,2022-01-10 13:02:10.843614538,Smartwatch,291.16,4,,Efectivo,E001
956,2022-01-10 13:16:35.131710570,Portátil,668.93,3,,nan,E002
957,2022-01-10 13:30:59.419806602,Auriculares,412.88,2,103.0,Transferencia,E003
958,2022-01-10 13:45:23.707902634,Portátil,371.62,3,103.0,Transferencia,E003
959,2022-01-10 13:59:47.995998666,nan,389.52,4,101.0,Efectivo,E001
960,2022-01-10 14:14:12.284094698,Cámara,441.09,1,102.0,Efectivo,E001
961,2022-01-10 14:28:36.572190730,Cámara,478.35,3,,Efectivo,E001
962,2022-01-10 14:43:00.860286762,Smartwatch,208.37,3,103.0,nan,E003
963,2022-01-10 14:57:25.148382794,Teléfono,692.46,2,,Efectivo,E002
964,2022-01-10 15:11:49.436478826,Tablet,848.19,1,103.0,Tarjeta Crédito,E002
965,2022-01-10 15:26:13.724574858,Auriculares,747.58,1,101.0,Efectivo,E001
966,2022-01-10 15:40:38.012670890,Smartwatch,448.61,1,,Efectivo,E003
967,2022-01-10 15:55:02.300766922,nan,207.83,4,101.0,Transferencia,E001
968,2022-01-10 16:09:26.588862954,Cámara,726.23,3,102.0,Tarjeta Crédito,E001
969,2022-01-10 16:23:50.876958986,Cámara,100.03,1,,nan,E002
970,2022-01-10 16:38:15.165055018,Auriculares,526.85,3,102.0,nan,E002
971,2022-01-10 16:52:39.453151050,Smartwatch,952.31,1,103.0,Efectivo,E001
972,2022-01-10 17:07:03.741247082,nan,383.92,2,,nan,E003
973,2022-01-10 17:21:28.029343114,Cámara,746.99,1,103.0,Transferencia,E001
974,2022-01-10 17:35:52.317439146,Teléfono,937.97,1,103.0,Transferencia,E003
975,2022-01-10 17:50:16.605535178,Teléfono,160.36,2,,Tarjeta Crédito,E003
976,2022-01-10 18:04:40.893631210,Tablet,628.69,3,101.0,nan,E001
977,2022-01-10 18:19:05.181727242,nan,584.99,1,,Tarjeta Crédito,E001
978,2022-01-10 18:33:29.469823274,Smartwatch,518.9,1,101.0,Tarjeta Crédito,E001
979,2022-01-10 18:47:53.757919306,Smartwatch,535.5,2,103.0,nan,E003
980,2022-01-10 19:02:18.046015338,Smartwatch,428.85,4,101.0,Efectivo,E001
981,2022-01-10 19:16:42.334111370,Portátil,178.91,4,103.0,Tarjeta Crédito,E003
982,2022-01-10 19:31:06.622207402,Auriculares,249.61,2,103.0,Efectivo,E003
983,2022-01-10 19:45:30.910303434,Teléfono,103.55,3,103.0,Transferencia,E003
984,2022-01-10 19:59:55.198399466,Teléfono,839.55,2,102.0,Tarjeta Crédito,E003
985,2022-01-10 20:14:19.486495498,Teléfono,64.45,1,102.0,nan,E002
986,2022-01-10 20:28:43.774591530,Teléfono,265.83,1,,Efectivo,E003
987,2022-01-10 20:43:08.062687562,nan,850.34,3,,Transferencia,E001
988,2022-01-10 20:57:32.350783594,Tablet,920.22,2,,Transferencia,E001
989,2022-01-10 21:11:56.638879626,Cámara,357.3,3,103.0,Efectivo,E001
990,2022-01-10 21:26:20.926975658,Smartwatch,698.62,2,102.0,Transferencia,E003
991,2022-01-10 21:40:45.215071690,Teléfono,75.17,1,,nan,E001
992,2022-01-10 21:55:09.503167722,Smartwatch,941.74,1,,Tarjeta Crédito,E003
993,2022-01-10 22:09:33.791263754,Tablet,251.17,3,102.0,nan,E001
994,2022-01-10 22:23:58.079359786,nan,192.59,2,101.0,Tarjeta Crédito,E003
995,2022-01-10 22:38:22.367455818,Portátil,137.15,1,103.0,Transferencia,E002
996,2022-01-10 22:52:46.655551850,Smartwatch,685.44,1,102.0,Efectivo,E002
997,2022-01-10 23:07:10.943647882,Cámara,365.63,2,101.0,nan,E002
998,2022-01-10 23:21:35.231743914,Portátil,550.55,3,,Transferencia,E003
999,2022-01-10 23:35:59.519839946,Cámara,983.61,3,103.0,Tarjeta Crédito,E002
1000,2022-01-10 23:50:23.807935978,Smartwatch,168.83,3,,Tarjeta Crédito,E002
1001,2022-01-11 00:04:48.096032010,Cámara,590.8,4,101.0,Tarjeta Crédito,E002
1002,2022-01-11 00:19:12.384128042,Cámara,326.81,3,,nan,E001
1003,2022-01-11 00:33:36.672224074,Tablet,582.59,3,103.0,Efectivo,E003
1004,2022-01-11 00:48:00.960320106,Auriculares,876.23,1,,Efectivo,E003
1005,2022-01-11 01:02:25.248416138,Portátil,689.73,2,,Efectivo,E001
1006,2022-01-11 01:16:49.536512170,Cámara,943.92,3,103.0,nan,E003
1007,2022-01-11 01:31:13.824608202,nan,756.15,4,102.0,Efectivo,E001
1008,2022-01-11 01:45:38.112704234,Cámara,534.77,1,,Transferencia,E003
1009,2022-01-11 02:00:02.400800266,Teléfono,181.79,3,103.0,nan,E003
1010,2022-01-11 02:14:26.688896298,Smartwatch,148.57,3,,Transferencia,E001
1011,2022-01-11 02:28:50.976992330,Teléfono,353.63,4,,Tarjeta Crédito,E003
1012,2022-01-11 02:43:15.265088362,Tablet,387.9,4,102.0,Tarjeta Crédito,E003
1013,2022-01-11 02:57:39.553184394,Cámara,829.69,1,102.0,Tarjeta Crédito,E001
1014,2022-01-11 03:12:03.841280426,Portátil,528.42,4,101.0,Efectivo,E003
1015,2022-01-11 03:26:28.129376458,Smartwatch,544.78,3,101.0,nan,E002
1016,2022-01-11 03:40:52.417472490,Portátil,997.32,2,,Transferencia,E001
1017,2022-01-11 03:55:16.705568522,Teléfono,652.26,4,103.0,Tarjeta Crédito,E002
1018,2022-01-11 04:09:40.993664554,Teléfono,603.98,3,101.0,nan,E003
1019,2022-01-11 04:24:05.281760586,Auriculares,836.85,1,,Transferencia,E002
1020,2022-01-11 04:38:29.569856618,Cámara,194.45,2,103.0,nan,E002
1021,2022-01-11 04:52:53.857952650,Cámara,867.79,1,101.0,Efectivo,E003
1022,2022-01-11 05:07:18.146048682,Smartwatch,302.42,3,103.0,Efectivo,E003
1023,2022-01-11 05:21:42.434144714,Teléfono,327.11,2,101.0,nan,E001
1024,2022-01-11 05:36:06.722240746,nan,693.29,1,103.0,nan,E003
1025,2022-01-11 05:50:31.010336778,Teléfono,165.1,3,,Tarjeta Crédito,E002
1026,2022-01-11 06:04:55.298432810,Teléfono,220.46,1,101.0,Efectivo,E003
1027,2022-01-11 06:19:19.586528842,Auriculares,971.6,4,,Tarjeta Crédito,E003
1028,2022-01-11 06:33:43.874624874,Smartwatch,645.49,3,103.0,nan,E002
1029,2022-01-11 06:48:08.162720906,Auriculares,291.27,2,,Transferencia,E001
1030,2022-01-11 07:02:32.450816938,Auriculares,904.76,3,103.0,Transferencia,E001
1031,2022-01-11 07:16:56.738912971,Cámara,382.08,2,101.0,nan,E002
1032,2022-01-11 07:31:21.027009003,nan,196.99,4,103.0,nan,E001
1033,2022-01-11 07:45:45.315105035,nan,981.31,1,,Tarjeta Crédito,E002
1034,2022-01-11 08:00:09.603201067,nan,160.06,2,101.0,Tarjeta Crédito,E001
1035,2022-01-11 08:14:33.891297099,Auriculares,594.35,1,101.0,Efectivo,E003
1036,2022-01-11 08:28:58.179393131,Cámara,762.57,3,101.0,nan,E003
1037,2022-01-11 08:43:22.467489163,Teléfono,934.82,3,102.0,Tarjeta Crédito,E002
1038,2022-01-11 08:57:46.755585195,Cámara,154.53,2,101.0,Tarjeta Crédito,E003
1039,2022-01-11 09:12:11.043681227,nan,551.41,4,102.0,Efectivo,E001
1040,2022-01-11 09:26:35.331777259,Portátil,175.89,3,,nan,E001
1041,2022-01-11 09:40:59.619873291,nan,783.44,1,103.0,Efectivo,E001
1042,2022-01-11 09:55:23.907969323,Smartwatch,244.08,3,103.0,Transferencia,E001
1043,2022-01-11 10:09:48.196065355,nan,265.37,3,,Transferencia,E003
1044,2022-01-11 10:24:12.484161387,Tablet,998.52,4,102.0,Efectivo,E001
1045,2022-01-11 10:38:36.772257419,nan,852.93,1,102.0,Transferencia,E001
1046,2022-01-11 10:53:01.060353451,nan,668.01,2,103.0,Transferencia,E001
1047,2022-01-11 11:07:25.348449483,Teléfono,658.49,3,,Transferencia,E003
1048,2022-01-11 11:21:49.636545515,Portátil,618.16,3,102.0,Transferencia,E001
1049,2022-01-11 11:36:13.924641547,Tablet,954.5,3,101.0,Efectivo,E001
1050,2022-01-11 11:50:38.212737579,Portátil,865.81,4,,nan,E003
1051,2022-01-11 12:05:02.500833611,nan,630.19,3,,Efectivo,E001
1052,2022-01-11 12:19:26.788929643,nan,179.8,3,101.0,Efectivo,E003
1053,2022-01-11 12:33:51.077025675,Tablet,400.32,2,,nan,E001
1054,2022-01-11 12:48:15.365121707,Tablet,963.48,2,101.0,Transferencia,E002
1055,2022-01-11 13:02:39.653217739,nan,165.46,1,102.0,Tarjeta Crédito,E001
1056,2022-01-11 13:17:03.941313771,Auriculares,144.21,2,102.0,Transferencia,E001
1057,2022-01-11 13:31:28.229409803,Portátil,79.41,1,101.0,Tarjeta Crédito,E001
1058,2022-01-11 13:45:52.517505835,Smartwatch,641.36,2,101.0,Efectivo,E001
1059,2022-01-11 14:00:16.805601867,Portátil,349.43,1,,Efectivo,E002
1060,2022-01-11 14:14:41.093697899,Teléfono,907.59,1,103.0,Efectivo,E002
1061,2022-01-11 14:29:05.381793931,Smartwatch,972.6,3,102.0,nan,E003
1062,2022-01-11 14:43:29.669889963,Cámara,301.42,4,102.0,nan,E003
1063,2022-01-11 14:57:53.957985995,Smartwatch,873.13,1,101.0,nan,E003
1064,2022-01-11 15:12:18.246082027,Smartwatch,396.45,4,102.0,Tarjeta Crédito,E002
1065,2022-01-11 15:26:42.534178059,Smartwatch,290.93,3,101.0,nan,E002
1066,2022-01-11 15:41:06.822274091,Portátil,617.04,1,101.0,nan,E003
1067,2022-01-11 15:55:31.110370123,Portátil,917.04,1,101.0,nan,E003
1068,2022-01-11 16:09:55.398466155,Teléfono,178.35,4,102.0,Transferencia,E002
1069,2022-01-11 16:24:19.686562187,Teléfono,288.2,3,,Tarjeta Crédito,E001
1070,2022-01-11 16:38:43.974658219,Auriculares,85.19,4,102.0,Efectivo,E003
1071,2022-01-11 16:53:08.262754251,Smartwatch,337.12,4,,Efectivo,E003
1072,2022-01-11 17:07:32.550850283,Cámara,726.6,2,,nan,E003
1073,2022-01-11 17:21:56.838946315,Cámara,147.6,2,102.0,nan,E001
1074,2022-01-11 17:36:21.127042347,Auriculares,334.21,2,102.0,Efectivo,E002
1075,2022-01-11 17:50:45.415138379,Smartwatch,575.32,3,102.0,Tarjeta Crédito,E001
1076,2022-01-11 18:05:09.703234411,Smartwatch,801.57,3,,Tarjeta Crédito,E001
1077,2022-01-11 18:19:33.991330443,Smartwatch,989.75,2,101.0,Transferencia,E001
1078,2022-01-11 18:33:58.279426475,Teléfono,454.86,3,101.0,Efectivo,E002
1079,2022-01-11 18:48:22.567522507,nan,545.69,3,,nan,E002
1080,2022-01-11 19:02:46.855618539,Teléfono,879.28,2,102.0,nan,E001
1081,2022-01-11 19:17:11.143714571,Teléfono,495.15,2,102.0,nan,E001
1082,2022-01-11 19:31:35.431810603,nan,253.17,2,103.0,Efectivo,E002
1083,2022-01-11 19:45:59.719906635,nan,895.0,4,,Tarjeta Crédito,E003
1084,2022-01-11 20:00:24.008002667,Portátil,742.89,2,103.0,Tarjeta Crédito,E002
1085,2022-01-11 20:14:48.296098699,Cámara,408.1,2,,Efectivo,E001
1086,2022-01-11 20:29:12.584194731,Cámara,513.24,4,103.0,Tarjeta Crédito,E002
1087,2022-01-11 20:43:36.872290763,Tablet,241.75,2,103.0,nan,E001
1088,2022-01-11 20:58:01.160386795,Tablet,93.17,3,102.0,nan,E002
1089,2022-01-11 21:12:25.448482827,Portátil,357.13,3,,Transferencia,E003
1090,2022-01-11 21:26:49.736578859,Portátil,652.38,1,102.0,Efectivo,E003
1091,2022-01-11 21:41:14.024674891,nan,318.58,4,103.0,nan,E002
1092,2022-01-11 21:55:38.312770923,Cámara,986.0,3,101.0,Tarjeta Crédito,E001
1093,2022-01-11 22:10:02.600866955,Smartwatch,146.25,1,102.0,Efectivo,E003
1094,2022-01-11 22:24:26.888962987,Tablet,662.79,2,101.0,Transferencia,E001
1095,2022-01-11 22:38:51.177059019,Smartwatch,568.89,1,103.0,Transferencia,E003
1096,2022-01-11 22:53:15.465155051,Auriculares,53.04,4,102.0,Efectivo,E002
1097,2022-01-11 23:07:39.753251083,Teléfono,848.37,2,102.0,Tarjeta Crédito,E002
1098,2022-01-11 23:22:04.041347115,Cámara,437.1,4,102.0,Efectivo,E003
1099,2022-01-11 23:36:28.329443147,Auriculares,538.52,1,102.0,Efectivo,E002
1100,2022-01-11 23:50:52.617539179,Portátil,739.1,3,101.0,Tarjeta Crédito,E002
1101,2022-01-12 00:05:16.905635211,Teléfono,737.2,2,101.0,Efectivo,E002
1102,2022-01-12 00:19:41.193731243,Portátil,807.4,2,,Efectivo,E003
1103,2022-01-12 00:34:05.481827275,Tablet,158.62,3,103.0,nan,E001
1104,2022-01-12 00:48:29.769923307,nan,967.11,1,,Transferencia,E001
1105,2022-01-12 01:02:54.058019339,Smartwatch,876.68,4,,Transferencia,E002
1106,2022-01-12 01:17:18.346115371,Auriculares,890.88,3,102.0,Tarjeta Crédito,E001
1107,2022-01-12 01:31:42.634211403,nan,668.58,3,101.0,Transferencia,E001
1108,2022-01-12 01:46:06.922307435,nan,324.9,2,103.0,Tarjeta Crédito,E001
1109,2022-01-12 02:00:31.210403467,Smartwatch,718.85,2,,Tarjeta Crédito,E003
1110,2022-01-12 02:14:55.498499499,nan,784.58,1,101.0,Tarjeta Crédito,E001
1111,2022-01-12 02:29:19.786595531,Teléfono,267.78,3,,Efectivo,E001
1112,2022-01-12 02:43:44.074691563,Teléfono,862.53,2,101.0,Transferencia,E001
1113,2022-01-12 02:58:08.362787595,Portátil,516.09,2,,nan,E002
1114,2022-01-12 03:12:32.650883627,Smartwatch,271.18,1,102.0,nan,E002
1115,2022-01-12 03:26:56.938979659,Cámara,968.09,1,103.0,nan,E002
1116,2022-01-12 03:41:21.227075691,Auriculares,926.46,1,102.0,nan,E002
1117,2022-01-12 03:55:45.515171723,Teléfono,730.71,4,101.0,nan,E003
1118,2022-01-12 04:10:09.803267755,Teléfono,563.39,3,101.0,Tarjeta Crédito,E002
1119,2022-01-12 04:24:34.091363787,Smartwatch,398.74,4,,nan,E002
1120,2022-01-12 04:38:58.379459819,Tablet,888.16,1,103.0,Tarjeta Crédito,E003
